epiweek_id,county_id,respiratory_illness_type,care_type,county_ili_percent,state_ili_percent,deviation_from_state_average
202431,34,COVID-19,Hospitalizations,3.6,0.59198,3.00802
202431,23,COVID-19,Hospitalizations,3.6,0.59198,3.00802
202431,14,COVID-19,Hospitalizations,3.6,0.59198,3.00802
202431,25,COVID-19,Hospitalizations,3.6,0.59198,3.00802
202431,21,COVID-19,Hospitalizations,3.6,0.59198,3.00802
202431,34,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,23,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,14,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,25,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,21,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,39,COVID-19,Hospitalizations,2.8,0.59198,2.20802
202431,19,COVID-19,Hospitalizations,2.8,0.59198,2.20802
202431,39,COVID-19,Emergency Visits,2.4,0.59198,1.80802
202431,19,COVID-19,Emergency Visits,2.4,0.59198,1.80802
202431,17,COVID-19,Hospitalizations,2.5,0.59198,1.90802
202431,17,COVID-19,Emergency Visits,2.5,0.59198,1.90802
202431,37,COVID-19,Hospitalizations,3.4,0.59198,2.80802
202431,29,COVID-19,Hospitalizations,3.4,0.59198,2.80802
202431,31,COVID-19,Hospitalizations,3.4,0.59198,2.80802
202431,28,COVID-19,Hospitalizations,3.4,0.59198,2.80802
202431,15,COVID-19,Hospitalizations,3.4,0.59198,2.80802
202431,37,COVID-19,Emergency Visits,2.9,0.59198,2.30802
202431,29,COVID-19,Emergency Visits,2.9,0.59198,2.30802
202431,31,COVID-19,Emergency Visits,2.9,0.59198,2.30802
202431,28,COVID-19,Emergency Visits,2.9,0.59198,2.30802
202431,15,COVID-19,Emergency Visits,2.9,0.59198,2.30802
202431,5,COVID-19,Hospitalizations,2.6,0.59198,2.00802
202431,16,COVID-19,Hospitalizations,2.6,0.59198,2.00802
202431,18,COVID-19,Hospitalizations,2.6,0.59198,2.00802
202431,5,COVID-19,Emergency Visits,2.6,0.59198,2.00802
202431,16,COVID-19,Emergency Visits,2.6,0.59198,2.00802
202431,18,COVID-19,Emergency Visits,2.6,0.59198,2.00802
202431,6,COVID-19,Hospitalizations,1.5,0.59198,0.90802
202431,30,COVID-19,Hospitalizations,1.5,0.59198,0.90802
202431,20,COVID-19,Hospitalizations,1.5,0.59198,0.90802
202431,8,COVID-19,Hospitalizations,1.5,0.59198,0.90802
202431,35,COVID-19,Hospitalizations,1.5,0.59198,0.90802
202431,6,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,30,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,20,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,8,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,35,COVID-19,Emergency Visits,2.2,0.59198,1.6080200000000002
202431,4,COVID-19,Hospitalizations,2.0,0.59198,1.40802
202431,9,COVID-19,Hospitalizations,2.0,0.59198,1.40802
202431,13,COVID-19,Hospitalizations,2.0,0.59198,1.40802
202431,24,COVID-19,Hospitalizations,2.0,0.59198,1.40802
202431,4,COVID-19,Emergency Visits,2.5,0.59198,1.90802
202431,9,COVID-19,Emergency Visits,2.5,0.59198,1.90802
202431,13,COVID-19,Emergency Visits,2.5,0.59198,1.90802
202431,24,COVID-19,Emergency Visits,2.5,0.59198,1.90802
202432,32,COVID-19,Hospitalizations,4.1,0.650159,3.4498409999999997
202432,33,COVID-19,Hospitalizations,4.1,0.650159,3.4498409999999997
202432,26,COVID-19,Hospitalizations,4.1,0.650159,3.4498409999999997
202432,10,COVID-19,Hospitalizations,4.1,0.650159,3.4498409999999997
202432,32,COVID-19,Emergency Visits,2.1,0.650159,1.4498410000000002
202432,33,COVID-19,Emergency Visits,2.1,0.650159,1.4498410000000002
202432,26,COVID-19,Emergency Visits,2.1,0.650159,1.4498410000000002
202432,10,COVID-19,Emergency Visits,2.1,0.650159,1.4498410000000002
202432,34,COVID-19,Hospitalizations,2.9,0.650159,2.249841
202432,23,COVID-19,Hospitalizations,2.9,0.650159,2.249841
202432,14,COVID-19,Hospitalizations,2.9,0.650159,2.249841
202432,25,COVID-19,Hospitalizations,2.9,0.650159,2.249841
202432,21,COVID-19,Hospitalizations,2.9,0.650159,2.249841
202432,34,COVID-19,Emergency Visits,2.2,0.650159,1.5498410000000002
202432,23,COVID-19,Emergency Visits,2.2,0.650159,1.5498410000000002
202432,14,COVID-19,Emergency Visits,2.2,0.650159,1.5498410000000002
202432,25,COVID-19,Emergency Visits,2.2,0.650159,1.5498410000000002
202432,21,COVID-19,Emergency Visits,2.2,0.650159,1.5498410000000002
202432,39,COVID-19,Hospitalizations,3.4,0.650159,2.749841
202432,19,COVID-19,Hospitalizations,3.4,0.650159,2.749841
202432,39,COVID-19,Emergency Visits,2.5,0.650159,1.849841
202432,19,COVID-19,Emergency Visits,2.5,0.650159,1.849841
202432,17,COVID-19,Hospitalizations,2.1,0.650159,1.4498410000000002
202432,17,COVID-19,Emergency Visits,2.2,0.650159,1.5498410000000002
202432,37,COVID-19,Hospitalizations,3.7,0.650159,3.0498410000000002
202432,29,COVID-19,Hospitalizations,3.7,0.650159,3.0498410000000002
202432,31,COVID-19,Hospitalizations,3.7,0.650159,3.0498410000000002
202432,28,COVID-19,Hospitalizations,3.7,0.650159,3.0498410000000002
202432,15,COVID-19,Hospitalizations,3.7,0.650159,3.0498410000000002
202432,37,COVID-19,Emergency Visits,2.4,0.650159,1.749841
202432,29,COVID-19,Emergency Visits,2.4,0.650159,1.749841
202432,31,COVID-19,Emergency Visits,2.4,0.650159,1.749841
202432,28,COVID-19,Emergency Visits,2.4,0.650159,1.749841
202432,15,COVID-19,Emergency Visits,2.4,0.650159,1.749841
202432,5,COVID-19,Hospitalizations,2.8,0.650159,2.149841
202432,16,COVID-19,Hospitalizations,2.8,0.650159,2.149841
202432,18,COVID-19,Hospitalizations,2.8,0.650159,2.149841
202432,5,COVID-19,Emergency Visits,2.6,0.650159,1.9498410000000002
202432,16,COVID-19,Emergency Visits,2.6,0.650159,1.9498410000000002
202432,18,COVID-19,Emergency Visits,2.6,0.650159,1.9498410000000002
202432,6,COVID-19,Hospitalizations,2.2,0.650159,1.5498410000000002
202432,30,COVID-19,Hospitalizations,2.2,0.650159,1.5498410000000002
202432,20,COVID-19,Hospitalizations,2.2,0.650159,1.5498410000000002
202432,8,COVID-19,Hospitalizations,2.2,0.650159,1.5498410000000002
202432,35,COVID-19,Hospitalizations,2.2,0.650159,1.5498410000000002
202432,6,COVID-19,Emergency Visits,2.3,0.650159,1.649841
202432,30,COVID-19,Emergency Visits,2.3,0.650159,1.649841
202432,20,COVID-19,Emergency Visits,2.3,0.650159,1.649841
202432,8,COVID-19,Emergency Visits,2.3,0.650159,1.649841
202432,35,COVID-19,Emergency Visits,2.3,0.650159,1.649841
202432,4,COVID-19,Hospitalizations,1.9,0.650159,1.249841
202432,9,COVID-19,Hospitalizations,1.9,0.650159,1.249841
202432,13,COVID-19,Hospitalizations,1.9,0.650159,1.249841
202432,24,COVID-19,Hospitalizations,1.9,0.650159,1.249841
202432,4,COVID-19,Emergency Visits,1.9,0.650159,1.249841
202432,9,COVID-19,Emergency Visits,1.9,0.650159,1.249841
202432,13,COVID-19,Emergency Visits,1.9,0.650159,1.249841
202432,24,COVID-19,Emergency Visits,1.9,0.650159,1.249841
202433,32,COVID-19,Hospitalizations,2.6,0.565363,2.034637
202433,33,COVID-19,Hospitalizations,2.6,0.565363,2.034637
202433,26,COVID-19,Hospitalizations,2.6,0.565363,2.034637
202433,10,COVID-19,Hospitalizations,2.6,0.565363,2.034637
202433,32,COVID-19,Emergency Visits,1.8,0.565363,1.2346370000000002
202433,33,COVID-19,Emergency Visits,1.8,0.565363,1.2346370000000002
202433,26,COVID-19,Emergency Visits,1.8,0.565363,1.2346370000000002
202433,10,COVID-19,Emergency Visits,1.8,0.565363,1.2346370000000002
202433,34,COVID-19,Hospitalizations,1.9,0.565363,1.3346369999999999
202433,23,COVID-19,Hospitalizations,1.9,0.565363,1.3346369999999999
202433,14,COVID-19,Hospitalizations,1.9,0.565363,1.3346369999999999
202433,25,COVID-19,Hospitalizations,1.9,0.565363,1.3346369999999999
202433,21,COVID-19,Hospitalizations,1.9,0.565363,1.3346369999999999
202433,34,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,23,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,14,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,25,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,21,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,39,COVID-19,Hospitalizations,2.8,0.565363,2.2346369999999998
202433,19,COVID-19,Hospitalizations,2.8,0.565363,2.2346369999999998
202433,39,COVID-19,Emergency Visits,2.4,0.565363,1.8346369999999999
202433,19,COVID-19,Emergency Visits,2.4,0.565363,1.8346369999999999
202433,17,COVID-19,Hospitalizations,2.4,0.565363,1.8346369999999999
202433,17,COVID-19,Emergency Visits,2.3,0.565363,1.7346369999999998
202433,37,COVID-19,Hospitalizations,2.9,0.565363,2.334637
202433,29,COVID-19,Hospitalizations,2.9,0.565363,2.334637
202433,31,COVID-19,Hospitalizations,2.9,0.565363,2.334637
202433,28,COVID-19,Hospitalizations,2.9,0.565363,2.334637
202433,15,COVID-19,Hospitalizations,2.9,0.565363,2.334637
202433,37,COVID-19,Emergency Visits,2.2,0.565363,1.6346370000000001
202433,29,COVID-19,Emergency Visits,2.2,0.565363,1.6346370000000001
202433,31,COVID-19,Emergency Visits,2.2,0.565363,1.6346370000000001
202433,28,COVID-19,Emergency Visits,2.2,0.565363,1.6346370000000001
202433,15,COVID-19,Emergency Visits,2.2,0.565363,1.6346370000000001
202433,5,COVID-19,Hospitalizations,3.4,0.565363,2.834637
202433,16,COVID-19,Hospitalizations,3.4,0.565363,2.834637
202433,18,COVID-19,Hospitalizations,3.4,0.565363,2.834637
202433,5,COVID-19,Emergency Visits,2.5,0.565363,1.934637
202433,16,COVID-19,Emergency Visits,2.5,0.565363,1.934637
202433,18,COVID-19,Emergency Visits,2.5,0.565363,1.934637
202433,6,COVID-19,Hospitalizations,3.6,0.565363,3.034637
202433,30,COVID-19,Hospitalizations,3.6,0.565363,3.034637
202433,20,COVID-19,Hospitalizations,3.6,0.565363,3.034637
202433,8,COVID-19,Hospitalizations,3.6,0.565363,3.034637
202433,35,COVID-19,Hospitalizations,3.6,0.565363,3.034637
202433,6,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,30,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,20,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,8,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,35,COVID-19,Emergency Visits,2.1,0.565363,1.534637
202433,4,COVID-19,Hospitalizations,0.9,0.565363,0.3346370000000001
202433,9,COVID-19,Hospitalizations,0.9,0.565363,0.3346370000000001
202433,13,COVID-19,Hospitalizations,0.9,0.565363,0.3346370000000001
202433,24,COVID-19,Hospitalizations,0.9,0.565363,0.3346370000000001
202433,4,COVID-19,Emergency Visits,2.0,0.565363,1.434637
202433,9,COVID-19,Emergency Visits,2.0,0.565363,1.434637
202433,13,COVID-19,Emergency Visits,2.0,0.565363,1.434637
202433,24,COVID-19,Emergency Visits,2.0,0.565363,1.434637
202434,32,COVID-19,Hospitalizations,2.1,0.518001,1.5819990000000002
202434,33,COVID-19,Hospitalizations,2.1,0.518001,1.5819990000000002
202434,26,COVID-19,Hospitalizations,2.1,0.518001,1.5819990000000002
202434,10,COVID-19,Hospitalizations,2.1,0.518001,1.5819990000000002
202434,32,COVID-19,Emergency Visits,1.8,0.518001,1.2819989999999999
202434,33,COVID-19,Emergency Visits,1.8,0.518001,1.2819989999999999
202434,26,COVID-19,Emergency Visits,1.8,0.518001,1.2819989999999999
202434,10,COVID-19,Emergency Visits,1.8,0.518001,1.2819989999999999
202434,34,COVID-19,Hospitalizations,3.6,0.518001,3.081999
202434,23,COVID-19,Hospitalizations,3.6,0.518001,3.081999
202434,14,COVID-19,Hospitalizations,3.6,0.518001,3.081999
202434,25,COVID-19,Hospitalizations,3.6,0.518001,3.081999
202434,21,COVID-19,Hospitalizations,3.6,0.518001,3.081999
202434,34,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,23,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,14,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,25,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,21,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,39,COVID-19,Hospitalizations,2.5,0.518001,1.981999
202434,19,COVID-19,Hospitalizations,2.5,0.518001,1.981999
202434,39,COVID-19,Emergency Visits,2.1,0.518001,1.5819990000000002
202434,19,COVID-19,Emergency Visits,2.1,0.518001,1.5819990000000002
202434,17,COVID-19,Hospitalizations,2.1,0.518001,1.5819990000000002
202434,17,COVID-19,Emergency Visits,2.1,0.518001,1.5819990000000002
202434,37,COVID-19,Hospitalizations,2.2,0.518001,1.6819990000000002
202434,29,COVID-19,Hospitalizations,2.2,0.518001,1.6819990000000002
202434,31,COVID-19,Hospitalizations,2.2,0.518001,1.6819990000000002
202434,28,COVID-19,Hospitalizations,2.2,0.518001,1.6819990000000002
202434,15,COVID-19,Hospitalizations,2.2,0.518001,1.6819990000000002
202434,37,COVID-19,Emergency Visits,2.2,0.518001,1.6819990000000002
202434,29,COVID-19,Emergency Visits,2.2,0.518001,1.6819990000000002
202434,31,COVID-19,Emergency Visits,2.2,0.518001,1.6819990000000002
202434,28,COVID-19,Emergency Visits,2.2,0.518001,1.6819990000000002
202434,15,COVID-19,Emergency Visits,2.2,0.518001,1.6819990000000002
202434,5,COVID-19,Hospitalizations,3.9,0.518001,3.381999
202434,16,COVID-19,Hospitalizations,3.9,0.518001,3.381999
202434,18,COVID-19,Hospitalizations,3.9,0.518001,3.381999
202434,5,COVID-19,Emergency Visits,2.4,0.518001,1.881999
202434,16,COVID-19,Emergency Visits,2.4,0.518001,1.881999
202434,18,COVID-19,Emergency Visits,2.4,0.518001,1.881999
202434,6,COVID-19,Hospitalizations,2.0,0.518001,1.481999
202434,30,COVID-19,Hospitalizations,2.0,0.518001,1.481999
202434,20,COVID-19,Hospitalizations,2.0,0.518001,1.481999
202434,8,COVID-19,Hospitalizations,2.0,0.518001,1.481999
202434,35,COVID-19,Hospitalizations,2.0,0.518001,1.481999
202434,6,COVID-19,Emergency Visits,1.6,0.518001,1.0819990000000002
202434,30,COVID-19,Emergency Visits,1.6,0.518001,1.0819990000000002
202434,20,COVID-19,Emergency Visits,1.6,0.518001,1.0819990000000002
202434,8,COVID-19,Emergency Visits,1.6,0.518001,1.0819990000000002
202434,35,COVID-19,Emergency Visits,1.6,0.518001,1.0819990000000002
202434,4,COVID-19,Hospitalizations,2.5,0.518001,1.981999
202434,9,COVID-19,Hospitalizations,2.5,0.518001,1.981999
202434,13,COVID-19,Hospitalizations,2.5,0.518001,1.981999
202434,24,COVID-19,Hospitalizations,2.5,0.518001,1.981999
202434,4,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,9,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,13,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202434,24,COVID-19,Emergency Visits,1.9,0.518001,1.381999
202435,32,COVID-19,Hospitalizations,2.3,0.646304,1.6536959999999998
202435,33,COVID-19,Hospitalizations,2.3,0.646304,1.6536959999999998
202435,26,COVID-19,Hospitalizations,2.3,0.646304,1.6536959999999998
202435,10,COVID-19,Hospitalizations,2.3,0.646304,1.6536959999999998
202435,32,COVID-19,Emergency Visits,1.8,0.646304,1.153696
202435,33,COVID-19,Emergency Visits,1.8,0.646304,1.153696
202435,26,COVID-19,Emergency Visits,1.8,0.646304,1.153696
202435,10,COVID-19,Emergency Visits,1.8,0.646304,1.153696
202435,34,COVID-19,Hospitalizations,4.0,0.646304,3.3536960000000002
202435,23,COVID-19,Hospitalizations,4.0,0.646304,3.3536960000000002
202435,14,COVID-19,Hospitalizations,4.0,0.646304,3.3536960000000002
202435,25,COVID-19,Hospitalizations,4.0,0.646304,3.3536960000000002
202435,21,COVID-19,Hospitalizations,4.0,0.646304,3.3536960000000002
202435,34,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,23,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,14,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,25,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,21,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,39,COVID-19,Hospitalizations,2.8,0.646304,2.153696
202435,19,COVID-19,Hospitalizations,2.8,0.646304,2.153696
202435,39,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,19,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,17,COVID-19,Hospitalizations,2.3,0.646304,1.6536959999999998
202435,17,COVID-19,Emergency Visits,2.3,0.646304,1.6536959999999998
202435,37,COVID-19,Hospitalizations,2.6,0.646304,1.953696
202435,29,COVID-19,Hospitalizations,2.6,0.646304,1.953696
202435,31,COVID-19,Hospitalizations,2.6,0.646304,1.953696
202435,28,COVID-19,Hospitalizations,2.6,0.646304,1.953696
202435,15,COVID-19,Hospitalizations,2.6,0.646304,1.953696
202435,37,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,29,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,31,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,28,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,15,COVID-19,Emergency Visits,2.5,0.646304,1.853696
202435,5,COVID-19,Hospitalizations,4.2,0.646304,3.5536960000000004
202435,16,COVID-19,Hospitalizations,4.2,0.646304,3.5536960000000004
202435,18,COVID-19,Hospitalizations,4.2,0.646304,3.5536960000000004
202435,5,COVID-19,Emergency Visits,3.5,0.646304,2.8536960000000002
202435,16,COVID-19,Emergency Visits,3.5,0.646304,2.8536960000000002
202435,18,COVID-19,Emergency Visits,3.5,0.646304,2.8536960000000002
202435,6,COVID-19,Hospitalizations,1.6,0.646304,0.9536960000000001
202435,30,COVID-19,Hospitalizations,1.6,0.646304,0.9536960000000001
202435,20,COVID-19,Hospitalizations,1.6,0.646304,0.9536960000000001
202435,8,COVID-19,Hospitalizations,1.6,0.646304,0.9536960000000001
202435,35,COVID-19,Hospitalizations,1.6,0.646304,0.9536960000000001
202435,6,COVID-19,Emergency Visits,1.9,0.646304,1.253696
202435,30,COVID-19,Emergency Visits,1.9,0.646304,1.253696
202435,20,COVID-19,Emergency Visits,1.9,0.646304,1.253696
202435,8,COVID-19,Emergency Visits,1.9,0.646304,1.253696
202435,35,COVID-19,Emergency Visits,1.9,0.646304,1.253696
202435,4,COVID-19,Hospitalizations,1.8,0.646304,1.153696
202435,9,COVID-19,Hospitalizations,1.8,0.646304,1.153696
202435,13,COVID-19,Hospitalizations,1.8,0.646304,1.153696
202435,24,COVID-19,Hospitalizations,1.8,0.646304,1.153696
202435,4,COVID-19,Emergency Visits,2.3,0.646304,1.6536959999999998
202435,9,COVID-19,Emergency Visits,2.3,0.646304,1.6536959999999998
202435,13,COVID-19,Emergency Visits,2.3,0.646304,1.6536959999999998
202435,24,COVID-19,Emergency Visits,2.3,0.646304,1.6536959999999998
202436,32,COVID-19,Hospitalizations,1.9,0.627769,1.272231
202436,33,COVID-19,Hospitalizations,1.9,0.627769,1.272231
202436,26,COVID-19,Hospitalizations,1.9,0.627769,1.272231
202436,10,COVID-19,Hospitalizations,1.9,0.627769,1.272231
202436,32,COVID-19,Emergency Visits,1.6,0.627769,0.9722310000000001
202436,33,COVID-19,Emergency Visits,1.6,0.627769,0.9722310000000001
202436,26,COVID-19,Emergency Visits,1.6,0.627769,0.9722310000000001
202436,10,COVID-19,Emergency Visits,1.6,0.627769,0.9722310000000001
202436,34,COVID-19,Hospitalizations,2.6,0.627769,1.972231
202436,23,COVID-19,Hospitalizations,2.6,0.627769,1.972231
202436,14,COVID-19,Hospitalizations,2.6,0.627769,1.972231
202436,25,COVID-19,Hospitalizations,2.6,0.627769,1.972231
202436,21,COVID-19,Hospitalizations,2.6,0.627769,1.972231
202436,34,COVID-19,Emergency Visits,2.3,0.627769,1.6722309999999998
202436,23,COVID-19,Emergency Visits,2.3,0.627769,1.6722309999999998
202436,14,COVID-19,Emergency Visits,2.3,0.627769,1.6722309999999998
202436,25,COVID-19,Emergency Visits,2.3,0.627769,1.6722309999999998
202436,21,COVID-19,Emergency Visits,2.3,0.627769,1.6722309999999998
202436,39,COVID-19,Hospitalizations,2.5,0.627769,1.872231
202436,19,COVID-19,Hospitalizations,2.5,0.627769,1.872231
202436,39,COVID-19,Emergency Visits,2.2,0.627769,1.5722310000000002
202436,19,COVID-19,Emergency Visits,2.2,0.627769,1.5722310000000002
202436,17,COVID-19,Hospitalizations,2.5,0.627769,1.872231
202436,17,COVID-19,Emergency Visits,2.5,0.627769,1.872231
202436,37,COVID-19,Hospitalizations,3.5,0.627769,2.872231
202436,29,COVID-19,Hospitalizations,3.5,0.627769,2.872231
202436,31,COVID-19,Hospitalizations,3.5,0.627769,2.872231
202436,28,COVID-19,Hospitalizations,3.5,0.627769,2.872231
202436,15,COVID-19,Hospitalizations,3.5,0.627769,2.872231
202436,37,COVID-19,Emergency Visits,2.4,0.627769,1.772231
202436,29,COVID-19,Emergency Visits,2.4,0.627769,1.772231
202436,31,COVID-19,Emergency Visits,2.4,0.627769,1.772231
202436,28,COVID-19,Emergency Visits,2.4,0.627769,1.772231
202436,15,COVID-19,Emergency Visits,2.4,0.627769,1.772231
202436,5,COVID-19,Hospitalizations,6.4,0.627769,5.7722310000000006
202436,16,COVID-19,Hospitalizations,6.4,0.627769,5.7722310000000006
202436,18,COVID-19,Hospitalizations,6.4,0.627769,5.7722310000000006
202436,5,COVID-19,Emergency Visits,3.2,0.627769,2.5722310000000004
202436,16,COVID-19,Emergency Visits,3.2,0.627769,2.5722310000000004
202436,18,COVID-19,Emergency Visits,3.2,0.627769,2.5722310000000004
202436,6,COVID-19,Hospitalizations,3.3,0.627769,2.672231
202436,30,COVID-19,Hospitalizations,3.3,0.627769,2.672231
202436,20,COVID-19,Hospitalizations,3.3,0.627769,2.672231
202436,8,COVID-19,Hospitalizations,3.3,0.627769,2.672231
202436,35,COVID-19,Hospitalizations,3.3,0.627769,2.672231
202436,6,COVID-19,Emergency Visits,2.9,0.627769,2.2722309999999997
202436,30,COVID-19,Emergency Visits,2.9,0.627769,2.2722309999999997
202436,20,COVID-19,Emergency Visits,2.9,0.627769,2.2722309999999997
202436,8,COVID-19,Emergency Visits,2.9,0.627769,2.2722309999999997
202436,35,COVID-19,Emergency Visits,2.9,0.627769,2.2722309999999997
202436,4,COVID-19,Hospitalizations,2.8,0.627769,2.172231
202436,9,COVID-19,Hospitalizations,2.8,0.627769,2.172231
202436,13,COVID-19,Hospitalizations,2.8,0.627769,2.172231
202436,24,COVID-19,Hospitalizations,2.8,0.627769,2.172231
202436,4,COVID-19,Emergency Visits,3.0,0.627769,2.372231
202436,9,COVID-19,Emergency Visits,3.0,0.627769,2.372231
202436,13,COVID-19,Emergency Visits,3.0,0.627769,2.372231
202436,24,COVID-19,Emergency Visits,3.0,0.627769,2.372231
202437,32,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,33,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,26,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,10,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,32,COVID-19,Emergency Visits,1.6,0.732989,0.8670110000000001
202437,33,COVID-19,Emergency Visits,1.6,0.732989,0.8670110000000001
202437,26,COVID-19,Emergency Visits,1.6,0.732989,0.8670110000000001
202437,10,COVID-19,Emergency Visits,1.6,0.732989,0.8670110000000001
202437,34,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,23,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,14,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,25,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,21,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,34,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,23,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,14,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,25,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,21,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,39,COVID-19,Hospitalizations,2.9,0.732989,2.167011
202437,19,COVID-19,Hospitalizations,2.9,0.732989,2.167011
202437,39,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,19,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,17,COVID-19,Hospitalizations,1.9,0.732989,1.167011
202437,17,COVID-19,Emergency Visits,2.0,0.732989,1.267011
202437,37,COVID-19,Hospitalizations,3.4,0.732989,2.667011
202437,29,COVID-19,Hospitalizations,3.4,0.732989,2.667011
202437,31,COVID-19,Hospitalizations,3.4,0.732989,2.667011
202437,28,COVID-19,Hospitalizations,3.4,0.732989,2.667011
202437,15,COVID-19,Hospitalizations,3.4,0.732989,2.667011
202437,37,COVID-19,Emergency Visits,2.4,0.732989,1.667011
202437,29,COVID-19,Emergency Visits,2.4,0.732989,1.667011
202437,31,COVID-19,Emergency Visits,2.4,0.732989,1.667011
202437,28,COVID-19,Emergency Visits,2.4,0.732989,1.667011
202437,15,COVID-19,Emergency Visits,2.4,0.732989,1.667011
202437,5,COVID-19,Hospitalizations,4.5,0.732989,3.767011
202437,16,COVID-19,Hospitalizations,4.5,0.732989,3.767011
202437,18,COVID-19,Hospitalizations,4.5,0.732989,3.767011
202437,5,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,16,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,18,COVID-19,Emergency Visits,2.6,0.732989,1.8670110000000002
202437,6,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,30,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,20,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,8,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,35,COVID-19,Hospitalizations,2.0,0.732989,1.267011
202437,6,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,30,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,20,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,8,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,35,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,4,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,9,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,13,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,24,COVID-19,Hospitalizations,2.2,0.732989,1.4670110000000003
202437,4,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,9,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,13,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202437,24,COVID-19,Emergency Visits,2.2,0.732989,1.4670110000000003
202438,32,COVID-19,Hospitalizations,2.4,0.77364,1.62636
202438,33,COVID-19,Hospitalizations,2.4,0.77364,1.62636
202438,26,COVID-19,Hospitalizations,2.4,0.77364,1.62636
202438,10,COVID-19,Hospitalizations,2.4,0.77364,1.62636
